School Name,State,Degree Level,Acceptance Rate,Average SAT,Undergraduate Students,White,Black,Hispanic,Asian,Net Price,4 Year Graduation Rate,Median Debt @ Graduation,Percent Female,First Generation,Median Family Income,Median Earnings @ 10 Years Post Grad,Mean Earnings @ 10 Years Post Grad,90th Percentile Earnings
Guilford College,NC,3,83.51,1080,1022,0.4393,0.3043,0.1605,0.0235,23571,0.477806789,26000,0.501199041,0.263227513,37714.5,39500,47590,79400
Spring Arbor University,MI,3,47.32,1080,1021,0.7532,0.0519,0.0509,0.0098,22351,0.489981785,26375,0.671554252,0.351659751,52494,45000,51732,78200
Southeastern Oklahoma State University,OK,3,74.21,1080,2853,0.5114,0.0522,0.0901,0.007,5887,0.341115435,17000,0.57716263,0.44461305,32051,41000,45079,67100
University of South Carolina-Upstate,SC,3,78.58,1080,4046,0.4614,0.3391,0.0863,0.0316,13466,0.511897498,22310,0.68466731,0.351388889,37445,41300,48587,69800
Florida Agricultural and Mechanical University,FL,3,32.93,1080,7436,0.028,0.9013,0.0464,0.0034,11558,0.441411765,23548,0.64793518,0.365940948,28781.5,44700,44349,88900
Brevard College,NC,3,39.89,1080,731,0.6525,0.1218,0.0739,0.0109,22717,0.305785124,25000,0.418604651,0.294642857,42000,35300,43545,55300
Truett McConnell University,GA,3,80.83,1080,828,0.7403,0.0833,0.0519,0.0097,20107,0.313901345,23439,0.561247216,0.289473684,55292,37100,46700,64600
Sterling College,KS,3,61.1,1080,566,0.5742,0.1254,0.0795,0,22965,0.34375,24625,0.373333333,0.340974212,45058,40500,45846,63200
Lander University,SC,3,67.4,1080,3360,0.6473,0.2387,0.0205,0.0033,15344,0.441860465,25000,0.712750716,0.317092034,40987,38100,42396,61500
Illinois College,IL,3,77.18,1080,1011,0.7141,0.087,0.1009,0.0089,17512,0.650793651,25565,0.55597723,0.31097561,59194,49100,52575,73600
Trinity International University-Illinois,IL,3,91.26,1080,409,0.4474,0.198,0.2005,0.0171,17041,0.367041199,26082,0.43083004,0.296052632,38553,45400,46989,76100
Pacific Union College,CA,3,48.46,1080,772,0.2021,0.0635,0.2979,0.2539,20638,0.285310734,27500,0.61641541,0.257246377,55384,61700,70484,110900
Alvernia University,PA,3,59,1080,2000,0.6285,0.1055,0.137,0.018,29881,0.567434211,27000,0.71123872,0.45004583,52761,47300,55055,75300
Georgia Southwestern State University,GA,3,73.18,1080,2092,0.5492,0.315,0.0684,0.0196,12387,0.402985075,18851,0.65954416,0.345201238,35856.5,40100,48757,69000
Marietta College,OH,3,82.85,1080,1064,0.8205,0.0432,0.031,0.0066,19827,0.415966387,27000,0.381609195,0.259615385,69660,57700,57180,95700
Cedar Crest College,PA,3,84.25,1080,933,0.5413,0.0922,0.1533,0.0397,23158,0.182051282,27000,0.955026455,0.433681073,39394,48700,59460,78000
Columbia International University,SC,3,48.22,1070,775,0.5974,0.209,0.0206,0.0168,20035,0.591549296,20000,0.552845529,0.24137931,49959.5,31400,38951,53100
Saginaw Valley State University,MI,3,76.37,1070,6211,0.7678,0.0781,0.0528,0.0108,11561,0.338700403,25000,0.60056391,0.328671329,52670.5,42700,51955,71500
Charleston Southern University,SC,3,86.75,1070,2771,0.4857,0.1617,0.0585,0.0119,17591,0.430178069,26471,0.628877609,0.307181654,40996,40600,45898,71200
University of Michigan-Flint,MI,3,66.35,1070,4029,0.691,0.1338,0.0608,0.0246,10658,0.386819484,25000,0.653116531,0.367940199,32758,44500,53230,76700
University of Pittsburgh-Bradford,PA,3,93.55,1070,1051,0.6603,0.1389,0.0561,0.0428,17215,0.661782178,24250,0.529968119,0.209672003,81308,61200,66125,95300
Pennsylvania State University-Penn State Schuylkill,PA,3,85.78,1070,593,0.6981,0.1265,0.0927,0.0304,17534,0.573754019,25000,0.501226005,0.287565253,61924,57200,63435,94200
East Stroudsburg University of Pennsylvania,PA,3,93.63,1070,4324,0.5321,0.2026,0.1765,0.0185,19184,0.418859649,24218,0.571840739,0.395445799,50096.5,47200,56148,71000
University of Virginia's College at Wise,VA,3,75.57,1070,993,0.7774,0.0977,0.0081,0.0131,9536,0.267772512,16750,0.495716034,0.367936925,35325,43800,45325,72000
Indiana University-Northwest,IN,3,80.31,1070,2711,0.4596,0.1682,0.2925,0.0325,6488,0.301052632,21710,0.705784205,0.453766075,36436,40400,43361,70400
Lubbock Christian University,TX,3,81.59,1070,1221,0.6339,0.0508,0.2318,0.0123,23576,0.523702032,20948,0.637243047,0.359947644,50954,50500,53787,76300
Southern Illinois University-Carbondale,IL,3,91.5,1070,7922,0.6604,0.1674,0.0937,0.0184,16729,0.466197614,21543,0.489628925,0.352519502,37454,49500,53390,83600
Belmont Abbey College,NC,3,97.17,1070,1413,0.6518,0.0991,0.058,0.0149,22533,0.430809399,26000,0.518193225,0.273698264,56211,44400,47937,70200
LIM College,NY,3,83.82,1070,1075,0.3879,0.2242,0.2112,0.0726,38035,0.53298153,24000,0.90962963,0.325281804,56359,48900,58956,83000
Stephen F Austin State University,TX,3,89.51,1070,8961,0.5817,0.1241,0.213,0.0119,15005,0.51572327,23409,0.656447785,0.353515625,44426.5,46400,49634,74100
West Virginia Wesleyan College,WV,3,96.35,1070,886,0.6964,0.14,0.0485,0.0113,19858,0.444776119,27000,0.572317263,0.295379538,63074,48800,51593,84200
John Paul the Great Catholic University,CA,3,79.59,1070,300,0.4367,0.01,0.3067,0.05,30595,0.558823529,26968,0.485714286,0,74361,56930,56930,0
Adams State University,CO,3,99.18,1070,1307,0.3718,0.0903,0.3749,0.0122,12836,0.278056951,19500,0.489082969,0.415130941,31933,38100,44372,66100
Upper Iowa University,IA,3,54.23,1070,2203,0.616,0.1707,0.0813,0.0191,25219,0.424966799,25000,0.677285319,0.450797355,31130,45500,52766,74800
SUNY Buffalo State University,NY,3,85.98,1070,5370,0.4622,0.3019,0.1225,0.0642,13972,0.451224105,21028,0.577183967,0.340175953,32331,42200,52334,69700
Indiana University-South Bend,IN,3,86.88,1060,3666,0.6195,0.0829,0.1999,0.0205,8505,0.275779376,21355,0.628215768,0.410221619,40867.5,38100,44947,61300
Shepherd University,WV,3,95.86,1060,2325,0.708,0.0822,0.0813,0.0211,8418,0.427745665,21600,0.600388601,0.408609739,46435,43000,49358,70300
Colorado Mesa University,CO,3,81.76,1060,7654,0.6577,0.0188,0.2136,0.0153,15483,0.283340817,22000,0.529213753,0.393754962,44794,42300,45823,73500
Central Connecticut State University,CT,3,76.71,1060,7500,0.5621,0.1315,0.1796,0.0529,16210,0.504468275,22300,0.491322415,0.387482993,48269,51600,58562,78800
Tarleton State University,TX,3,87.06,1060,11880,0.6342,0.0647,0.2308,0.0098,19575,0.518543046,19606,0.646389125,0.421003194,40809,47700,53040,78500
Indiana University of Pennsylvania-Main Campus,PA,3,91.94,1060,6611,0.7553,0.105,0.052,0.0129,19868,0.508397481,26798,0.580919274,0.322560203,56548,44200,51019,70900
Slippery Rock University of Pennsylvania,PA,3,74.33,1060,6707,0.8418,0.0444,0.0297,0.0091,19718,0.631416838,25000,0.569721116,0.294573643,70320,44800,53032,68500
Lincoln Memorial University,TN,3,78.48,1060,1461,0.77,0.0575,0.0534,0.0253,18859,0.51509434,20000,0.747609943,0.414860681,32034,41600,49956,69900
Saint Joseph's College of Maine,ME,3,80.84,1060,963,0.8089,0.0374,0.0509,0.0104,29319,0.58677686,27000,0.639004149,0.305309735,71346,47000,59045,67000
Nichols College,MA,3,84.86,1060,1164,0.7027,0.1022,0.1125,0.012,29795,0.545454545,27000,0.377622378,0.31570997,68677,53500,58063,81900
Concordia University Texas,TX,3,85.74,1060,1571,0.3686,0.1362,0.3533,0.0617,23883,0.306581059,21852,0.648423006,0.37704918,40237.5,51300,60883,86600
Wilson College,PA,3,94.05,1060,635,0.7717,0.0819,0.0803,0.0079,22609,0.502487562,26328,0.791183295,0.43,49481,34000,43326,62200
Belhaven University,MS,3,42.6,1060,1414,0.3833,0.4293,0.0403,0.0057,20213,0.440860215,26333,0.682814302,0.395118734,26444,42900,46440,72900
Fairleigh Dickinson University-Metropolitan Campus,NJ,3,84.09,1060,2415,0.2253,0.111,0.376,0.0493,14684,0.56302521,25000,0.588029402,0.425506073,39799,54400,57273,91100
Shorter University,GA,3,97.47,1060,1121,0.6218,0.1927,0.0963,0.0125,15271,0.437743191,25000,0.546432063,0.353846154,34625,50100,44604,85400
Calvary University,MO,3,63.16,1060,202,0.797,0.0792,0.0644,0.0099,12952,0.230769231,20839,0.403508772,0.346153846,37276,39200,45421,0
Georgia Southern University,GA,3,88.89,1060,20996,0.5772,0.2566,0.0797,0.02,15266,0.421656508,23250,0.529356316,0.25100344,49236,46100,53236,75900
Radford University,VA,3,93.34,1060,5945,0.6476,0.1514,0.0908,0.0151,16310,0.563621533,24000,0.595013991,0.314363885,54745,48000,53739,81500
Eastern Michigan University,MI,3,83.23,1060,11206,0.5734,0.1712,0.0959,0.0328,15472,0.398812469,25000,0.610537751,0.344196429,36983,43900,51793,70700
Sam Houston State University,TX,3,84.63,1060,18184,0.4729,0.1642,0.2701,0.0219,15134,0.552292264,21983,0.661414247,0.414086574,37602,49700,54211,78900
Purdue University Northwest,IN,3,72.82,1060,6083,0.5366,0.109,0.253,0.0316,8732,0.328305235,21229,0.616424468,0.430293896,39335,43000,48318,78500
Jacksonville State University,AL,3,78.46,1060,7066,0.6134,0.2591,0.0018,0.0052,17979,0.45508982,22189,0.588679245,0.36377025,35734,38100,45235,64200
Northwood University,MI,3,79.68,1060,1911,0.6923,0.0848,0.0691,0.0199,23943,0.572490706,20842,0.4816609,0.397157816,42219,54900,63075,91200
Clarke University,IA,3,84.8,1060,724,0.5594,0.1409,0.0994,0.0097,27275,0.519480519,26717,0.608695652,0.293506494,66479,44800,55396,75300
Southeast Missouri State University,MO,3,86.31,1060,7010,0.7635,0.0893,0.0347,0.0084,14288,0.419307655,21500,0.595410005,0.36889388,42518,41400,44030,70700
Delta State University,MS,3,98.61,1060,1627,0.5403,0.3571,0.0258,0.0037,13569,0.383008357,20390,0.604562738,0.322715842,25245,37600,41991,66300
Oklahoma Baptist University,OK,3,47.34,1050,1246,0.6693,0.0746,0.0144,0.0088,21765,0.491588785,24801,0.571428571,0.257369615,51701,45000,48434,66100
Rocky Mountain College,MT,3,75.17,1050,834,0.7038,0.0372,0.0959,0.0012,18828,0.442804428,26000,0.517311609,0.315334773,62012,47100,49036,97200
Erskine College,SC,3,53.25,1050,817,0.5092,0.246,0.0673,0.0147,36283,0.344262295,27000,0.446194226,0.222535211,60991,41500,53459,66600
Kentucky Wesleyan College,KY,3,68.55,1050,760,0.6908,0.1355,0.0487,0.0171,23148,0.486607143,23250,0.455188679,0.378109453,47139.5,41700,46747,72900
Hampton University,VA,3,74.47,1050,2846,0.0102,0.9649,0.0084,0.0039,40511,0.514254386,25442,0.691535151,0.197511664,52556,50100,59159,85500
Chowan University,NC,3,86.68,1050,800,0.1963,0.5263,0.0363,0.0025,16887,0.289556962,29491,0.512155592,0.370405278,25410,36200,38412,64000
Eastern Kentucky University,KY,3,64.31,1050,11215,0.8042,0.0691,0.0504,0.0129,10158,0.380371661,22500,0.581434729,0.399533489,39224.5,39300,45795,64500
Fort Hays State University,KS,3,88.02,1050,10066,0.5014,0.0267,0.0552,0.0107,13096,0.36178682,21000,0.636003726,0.385026738,42453.5,42700,48928,69000
Auburn University at Montgomery,AL,3,92.23,1050,3307,0.4052,0.4584,0.0175,0.0287,12630,0.279424978,25000,0.69294809,0.38189609,29671.5,38000,44391,66300
Kettering College,OH,3,34.41,1050,572,0.6661,0.1031,0.0542,0.035,16775,0.474860335,23500,0.891373802,0.402684564,46615,60200,67492,109200
Trinity Bible College and Graduate School,ND,3,44.44,1050,162,0.7469,0.0617,0.037,0.0309,17775,0.333333333,22531,0.413533835,0.319327731,36727,31700,35604,57300
North Carolina A & T State University,NC,3,56.39,1050,11553,0.0339,0.851,0.0447,0.0054,10582,0.459579628,27000,0.569954356,0.280862182,32000,39300,44440,76500
Williams Baptist University,AR,3,59.31,1050,556,0.804,0.0737,0.018,0.0018,10748,0.341935484,21820,0.434615385,0.323529412,43631.5,36400,38484,61900
West Virginia University Institute of Technology,WV,3,64.58,1050,1038,0.7486,0.0318,0.0337,0.0096,10838,0.493481222,22500,0.501255903,0.303916338,60096,52700,55939,93600
College of Saint Mary,NE,3,64.58,1050,502,0.5876,0.0777,0.2331,0.0199,13785,0.648888889,24250,0,0.26,37527,43000,54338,69700
Mount Marty University,SD,3,68.39,1050,693,0.71,0.0693,0.0592,0.0058,21611,0.522875817,26396,0.684039088,0.320284698,57420,39400,48179,60500
Medaille University,NY,3,68.8,1050,1185,0.6346,0.238,0.0498,0.0186,15547,0.361663653,23000,0.721763085,0.39199157,31325,44200,48867,76400
Pfeiffer University,NC,3,69.05,1050,683,0.5739,0.2152,0.1157,0.0015,20874,0.418803419,26163,0.537373737,0.333333333,39008,45000,51562,73400
Adrian College,MI,3,69.06,1050,1688,0.6143,0.0741,0.061,0.0065,24805,0.393536122,27000,0.422110553,0.31005291,68386,42800,55504,72300
Mount Mary University,WI,3,69.45,1050,640,0.325,0.2094,0.3422,0.0719,22329,0.518828452,25288,0,0.393316195,31190,43000,48745,68600
East Central University,OK,3,70.08,1050,2584,0.4946,0.0813,0.0762,0.0689,8412,0.384180791,17671,0.587574356,0.464131994,35364,42200,44962,68300
Concordia University Ann Arbor,MI,3,70.18,1050,843,0.7319,0.1044,0.0558,0.0071,25814,0.475589226,25750,0.642100415,0.318387909,58748,47300,56075,78200
Marian University,WI,3,71.55,1050,1058,0.725,0.052,0.0926,0.017,24047,0.393103448,25000,0.694813028,0.389696169,57509,46700,53501,73100
Dakota Wesleyan University,SD,3,74.77,1050,632,0.7911,0.0111,0.0807,0.0127,22931,0.518367347,27000,0.575203252,0.289416847,68742.5,40900,53728,62800
Southwestern Oklahoma State University,OK,3,76.78,1050,3596,0.6132,0.0559,0.1349,0.0108,13215,0.395204263,15954,0.601328904,0.406282723,41302,48200,45744,97700
Western Oregon University,OR,3,83.35,1050,3292,0.5811,0.0279,0.2378,0.0273,19577,0.443449959,20609,0.629762438,0.419387755,41710,43400,51815,70900
Texas A & M University-Commerce,TX,3,86.45,1050,7317,0.4159,0.185,0.2491,0.0227,12704,0.442316461,20500,0.631394534,0.420270629,31618,41900,50296,65500
University of Wisconsin-Oshkosh,WI,3,88.52,1050,7812,0.7977,0.0284,0.062,0.0426,14899,0.518314099,21500,0.609716157,0.31023297,65029,45600,55548,70200
Southwest Minnesota State University,MN,3,91.59,1050,1956,0.7019,0.0849,0.0762,0.0251,14727,0.387722132,20500,0.597701149,0.268946396,51571.5,41400,51342,62800
West Texas A & M University,TX,3,91.63,1050,6828,0.5218,0.0448,0.3377,0.0176,20294,0.392456677,19500,0.600337743,0.39375,42482,46700,50741,78400
Baker University,KS,3,91.75,1050,1115,0.6404,0.1004,0.1166,0.017,22991,0.57719715,25000,0.599246231,0.362892224,55117,59500,63855,89300
Troy University,AL,3,94.84,1050,10316,0.5303,0.3226,0.0457,0.0062,15002,0.28379224,25000,0.651015435,0.389845712,29641,41100,42062,70800
Wright State University-Main Campus,OH,3,95.22,1050,6327,0.7196,0.1181,0.0466,0.0322,15933,0.397670025,22750,0.559505671,0.351262948,45025,46100,49500,75300
University of Wisconsin-Superior,WI,3,95.6,1050,2021,0.7917,0.0223,0.0376,0.0114,13370,0.371376812,22500,0.642276423,0.295928501,47927,39800,49606,64800
University of Saint Francis-Fort Wayne,IN,3,98.06,1050,1572,0.6864,0.1062,0.0973,0.0178,18391,0.530120482,25976,0.722271517,0.359433962,52419,43600,55362,76600
Mississippi University for Women,MS,3,99.11,1050,1701,0.5509,0.4086,0.0065,0.0112,12276,0.584131327,15000,0.868131868,0.370460048,28585,38900,46128,73400
Westminster College,MO,3,75.28,1050,607,0.7858,0.0725,0.0445,0.0099,26380,0.405,27000,0.455555556,0.270029674,56071.5,49800,52199,81200
University of the Cumberlands,KY,3,83.02,1050,4609,0.3569,0.0276,0.0048,0.0056,13835,0.423963134,14911,0.56498471,0.397660819,38747,38200,45036,64200
Siena Heights University,MI,3,64.98,1050,1554,0.6326,0.1145,0.0759,0.0097,22724,0.666666667,18750,0.636706474,0.443363447,38665,45300,57529,71500
MidAmerica Nazarene University,KS,3,66.82,1050,975,0.6133,0.1385,0.0544,0.0133,28554,0.490566038,15000,0.580683157,0.322496749,45283,49600,62972,85600
Northeastern State University,OK,3,99.46,1050,4885,0.4647,0.0444,0.0768,0.0231,10133,0.435897436,17367,0.618385243,0.418079096,30816,41000,45379,69200
University of Saint Mary,KS,3,81.93,1050,798,0.5088,0.1378,0.208,0.0138,21656,0.471014493,22018,0.524752475,0.357142857,55329,42500,59483,71200
The Baptist College of Florida,FL,3,92.11,1050,254,0.748,0.0709,0.0236,0.0276,7594,0.477876106,23590,0.47311828,0.341463415,33739,36200,42836,69200
Central Methodist University-College of Liberal Arts and Sciences,MO,3,97.86,1050,1074,0.6294,0.108,0.0838,0.0093,21993,0.424686192,17619,0.689956332,0.437278107,38484,39500,48991,58200
Tusculum University,TN,3,81.08,1040,981,0.3486,0.0601,0.0296,0.002,21355,0.473794549,23250,0.502132196,0.45380117,32826,42500,44367,81000
Hannibal-LaGrange University,MO,3,67.11,1040,397,0.7204,0.0932,0.0428,0.0126,20679,0.509090909,18599,0.679775281,0.457489879,39881.5,38200,42643,64400
University of Akron Wayne College,OH,3,82.92,1040,597,0.8509,0.0469,0.0385,0.0168,8377,0.38427125,23250,0.501433056,0.363649786,44867,41800,46600,70800
Keuka College,NY,3,92.79,1040,983,0.8016,0.0529,0.059,0.0081,28071,0.559198543,27000,0.758450124,0.382084095,41789,46700,58289,73200
SUNY College of Agriculture and Technology at Cobleskill,NY,3,84.03,1040,1774,0.6973,0.1009,0.1234,0.0192,17047,0.403361345,16023,0.537025113,0.328976035,42165,39500,45030,65400
Texas Woman's University,TX,3,93.63,1040,8876,0.2899,0.1867,0.3614,0.0943,10928,0.503137255,19218,0.90287071,0.415786828,32124,49100,56544,83700
Angelo State University,TX,3,79.14,1040,5314,0.4462,0.0619,0.4149,0.0117,12255,0.358178054,20000,0.560703416,0.403975994,41570,46300,50116,77400
University of Houston-Downtown,TX,3,88.42,1040,12752,0.1136,0.175,0.5756,0.084,14797,0.484329446,18750,0.653760238,0.527087769,24909.5,49300,53551,82000
Felician University,NJ,3,89.15,1040,1696,0.2429,0.1993,0.4051,0.0578,13540,0.444672131,25000,0.732714138,0.494897959,32635,52800,57602,81400
Tabor College,KS,3,52.71,1040,507,0.5641,0.1124,0.1795,0.0039,22604,0.150627615,23887,0.451690821,0.313984169,49304.5,45500,54058,72700
Eastern Nazarene College,MA,3,61.92,1040,408,0.3873,0.1593,0.2108,0.0221,19690,0.505813953,26000,0.564383562,0.300940439,46131,46100,54727,84800
Howard Payne University,TX,3,62.29,1030,721,0.5118,0.1068,0.2788,0.0055,21426,0.306590258,26793,0.390670554,0.374009509,48182.5,40500,48376,68900
University of Hawaii-West Oahu,HI,3,96.37,1030,2491,0.0807,0.0181,0.1538,0.3649,8454,0.473837209,14500,0.703349282,0.425359712,28758,41100,52075,72000
Judson University,IL,3,58.2,1030,781,0.3585,0.114,0.3739,0.0179,15236,0.486013986,25000,0.613190731,0.356275304,45084,47200,56313,86400
Ferris State University,MI,3,87.88,1030,8390,0.754,0.0908,0.0679,0.0142,12812,0.485877499,21000,0.551179736,0.352963101,41668.5,49600,54735,79600
New Mexico State University-Main Campus,NM,3,78.05,1030,11065,0.2371,0.0258,0.6412,0.0099,8495,0.306408898,17095,0.576561404,0.4362587,23951,40300,39067,73400
Colorado State University Pueblo,CO,3,98.79,1030,3008,0.4438,0.0622,0.3467,0.0203,12815,0.379073756,21500,0.529977117,0.408678103,38397,41600,55563,71000
Keystone College,PA,3,80.66,1030,1009,0.666,0.1269,0.0872,0.005,15559,0.432989691,26000,0.594771242,0.477239354,43829,36800,44976,62700
Mount Aloysius College,PA,3,85.95,1030,1097,0.763,0.0283,0.01,0.0109,21766,0.496688742,24287,0.748743719,0.420485175,47792,43200,46165,70200
Valdosta State University,GA,3,89.47,1030,7277,0.4356,0.3889,0.1068,0.0144,13063,0.321348315,24779,0.627735596,0.307543051,35444,41600,49361,68600
McPherson College,KS,3,65.88,1030,812,0.5222,0.1355,0.186,0.0209,24393,0.443965517,25242,0.368181818,0.305623472,57117,43500,52084,67500
Southwestern College,KS,3,70.16,1030,1050,0.421,0.1495,0.1457,0.019,27053,0.442408377,25000,0.462643678,0.398425197,39347,54000,55646,88100
Averett University,VA,3,76.03,1030,1121,0.4897,0.2819,0.0446,0.0152,26542,0.460496614,25000,0.52657602,0.375510204,40149,49000,51516,87000
University of West Georgia,GA,3,80.12,1030,7939,0.4959,0.3319,0.0899,0.0108,16374,0.388028896,23970,0.643554186,0.318805185,36595,41700,49587,69000
Texas Wesleyan University,TX,3,60.93,1030,1549,0.2234,0.2195,0.3635,0.0148,14347,0.458947368,23125,0.605876393,0.482961222,27493,44400,54053,67900
Minot State University,ND,3,93.17,1030,2168,0.6628,0.0397,0.0849,0.0157,12121,0.409090909,19609,0.620545073,0.347174164,51786.5,46900,51759,70100
Metropolitan State University of Denver,CO,3,97.91,1030,14947,0.4438,0.073,0.3548,0.0462,15602,0.307603687,21500,0.56826252,0.404666575,32101,44200,52093,76500
Muskingum University,OH,3,86.39,1020,1436,0.8099,0.0794,0.023,0.0077,19930,0.435779817,25369,0.527810651,0.356510746,48426,43500,48440,66800
