School Name,State,Degree Level,Acceptance Rate,Average SAT,Undergraduate Students,White,Black,Hispanic,Asian,Net Price,4 Year Graduation Rate,Median Debt @ Graduation,Percent Female,First Generation,Median Family Income,Median Earnings @ 10 Years Post Grad,Mean Earnings @ 10 Years Post Grad,90th Percentile Earnings
Concordia University-Irvine,CA,3,68.99,0,1691,0.4175,0.0373,0.2543,0.0952,28395,0.61208577,24247,0.672707889,0.283863369,50504,50800,65083,84300
CUNY Queens College,NY,3,69.48,0,13513,0.1951,0.0959,0.2963,0.3152,4921,0.371024735,10298,0.567189953,0.469033531,20800,52900,62763,91700
SUNY College of Environmental Science and Forestry,NY,3,69.51,0,1604,0.7756,0.0256,0.0823,0.0281,20059,0.171717172,11000,0.46978022,0.204255319,68412,49800,55763,79800
Notre Dame of Maryland University,MD,3,69.58,0,634,0.2965,0.2808,0.1356,0.0615,22211,0.61722488,22666,0.938215103,0.40942928,45320,56400,65344,90100
Anna Maria College,MA,3,69.58,0,991,0.5348,0.1231,0.1221,0.0131,24126,0.41091954,25000,0.630265211,0.396933561,53085,48100,46651,76900
Kansas Wesleyan University,KS,3,69.62,0,787,0.5731,0.1449,0.1906,0.014,21961,0.428030303,23250,0.424063116,0.330490405,49181,43300,51152,63200
Wayland Baptist University,TX,3,69.72,0,2138,0.3134,0.1623,0.3573,0.0201,23065,0.335774059,23106,0.577603143,0.454597373,32295,47200,51838,78700
Florida Memorial University,FL,3,69.94,0,1098,0.0146,0.7459,0.0774,0.0009,17812,0.199556541,30063,0.609673791,0.460188934,20624,29600,36624,54300
Arizona Christian University,AZ,3,70.14,0,1028,0.4864,0.107,0.2675,0.0126,29014,0.296296296,23000,0.289473684,0.382550336,36206.5,34900,51612,52100
Everglades University,FL,3,70.35,0,2246,0.4457,0.1874,0.1897,0.0138,28974,0.375,38996,0.552253116,0.418023887,22435,49600,47597,99400
Northern Michigan University,MI,3,70.55,0,6322,0.8562,0.0165,0.0403,0.0079,16723,0.470480828,21474,0.536784741,0.284697509,55241.5,39800,47107,69300
Morningside University,IA,3,70.61,0,1175,0.6349,0.0374,0.0851,0.0153,23776,0.533957845,26028,0.577669903,0.234615385,71161.5,47900,55494,61600
Northern Illinois University,IL,3,70.68,0,11408,0.4361,0.2067,0.2378,0.0657,13484,0.542162162,22162,0.534562212,0.383296864,39109,49800,57808,82800
Art Center College of Design,CA,3,70.97,0,2113,0.1041,0.0123,0.0975,0.3034,48735,0.590214067,31000,0.55234657,0.242884251,30283,62300,71958,114700
Hussian College-Philadelphia,PA,3,70.97,0,80,0.1625,0.525,0.1375,0,21293,0.278985507,18446,0.625954199,0.198275862,55207,36800,28806,0
Cornish College of the Arts,WA,3,71.13,0,416,0.649,0.0505,0.0192,0.0385,38416,0.522167488,27000,0.642276423,0.225714286,58476,33600,33696,62400
Mayville State University,ND,3,71.23,0,767,0.7849,0.0469,0.0522,0.0026,14298,0.351535836,18585,0.575925926,0.301619433,47272,43300,47828,64300
Heidelberg University,OH,3,71.35,0,913,0.8072,0.1051,0.0296,0.0044,22716,0.525951557,27000,0.425696594,0.321839081,67418.5,45700,48466,68700
Rochester University,MI,3,71.37,0,848,0.6097,0.1875,0.0413,0.0189,18324,0.474842767,24475,0.662480377,0.405923345,32020,39000,48707,73600
Chamberlain University-Missouri,MO,3,71.43,0,375,0.6293,0.264,0.0427,0.0293,33215,0.49228169,20919,0.896986301,0.47309798,46046,60400,92405,94100
Hebrew Theological College,IL,3,71.43,0,73,0.9452,0,0.0274,0,13451,0,14000,0.606060606,0,39414,26700,33291,0
Saint Elizabeth University,NJ,3,71.92,0,672,0.2321,0.3914,0.2455,0.0208,21319,0.47826087,24934,0.790243902,0.470769231,29785.5,49200,53038,76900
Ner Israel Rabbinical College,MD,3,72.22,0,246,0.9106,0,0,0,4494,0,0,0,0,36173,66330,66330,0
Warner Pacific University,OR,3,72.25,0,440,0.3545,0.1136,0.3182,0.1159,23982,0.457725948,25000,0.684033613,0.46588694,35115,45200,55204,75700
Wheeling University,WV,3,72.65,0,578,0.2734,0.1332,0.0035,0.0156,19520,0.299065421,25125,0.532051282,0.367346939,59200.5,49600,57949,85200
Northern Vermont University,VT,3,72.88,0,1266,0.7243,0.0521,0.0703,0.0039,14552,0.360583942,21500,0.663659794,0.421555252,39363,35600,40903,61800
Stonehill College,MA,3,73.44,0,2466,0.7762,0.0519,0.0706,0.0268,29952,0.821721311,25000,0.608608609,0.163900415,111481,66800,77745,104800
Russell Sage College,NY,3,73.63,0,1117,0.5918,0.1092,0.1235,0.0546,22771,0.621052632,22000,0.782719187,0.375,43377,47100,58316,71900
Waldorf University,IA,3,73.86,0,2231,0.4706,0.1071,0.0323,0.0126,18493,0.449799197,18752,0.443698732,0.462573591,40142,42400,51165,66000
Rutgers University-Newark,NJ,3,73.94,0,7188,0.2076,0.195,0.3525,0.1803,17508,0.715907928,21500,0.553944444,0.345829486,43359.5,68100,74479,108100
Maine College of Art & Design,ME,3,73.96,0,380,0.75,0.0263,0.0263,0.0474,34545,0.44137931,27000,0.730769231,0.23880597,56585.5,32800,40778,45100
Mars Hill University,NC,3,74.2,0,980,0.6388,0.1745,0.0929,0.0082,17796,0.334061135,26000,0.563736264,0.34400949,38916,33800,44781,61800
Fisher College,MA,3,74.23,0,1131,0.1963,0.1247,0.1768,0.0168,25829,0.353305785,25000,0.693584071,0.467741936,29242,39600,49669,60100
New Mexico Institute of Mining and Technology,NM,3,74.43,0,1160,0.469,0.0086,0.406,0.0293,5441,0.38996139,19085,0.254945055,0.262910798,39182,58500,76489,107700
Graceland University-Lamoni,IA,3,74.49,0,860,0.4988,0.157,0.1116,0.0093,16325,0.523178808,21212,0.547762999,0.375821288,49130,40200,47361,67100
University of Louisiana at Lafayette,LA,3,74.56,0,11932,0.5991,0.2489,0.0544,0.0239,13851,0.44784689,22902,0.61641286,0.384858044,41647.5,46400,47089,80000
University of Mount Olive,NC,3,74.59,0,1784,0.5303,0.2472,0.1015,0.005,16883,0.426865672,27209,0.703140334,0.432506887,30171.5,43700,47139,77500
Merrimack College,MA,3,74.63,0,4065,0.7843,0.0396,0.0891,0.0155,36195,0.68685567,27000,0.530229746,0.206788184,102956.5,62200,75584,94000
Vanguard University of Southern California,CA,3,74.84,0,2001,0.3213,0.0455,0.4693,0.047,23795,0.127906977,22000,0.660576923,0.358836207,42880,48800,59541,90700
Western Illinois University,IL,3,75,0,5196,0.5548,0.225,0.1264,0.0133,11990,0.504946237,25251,0.561496044,0.377075522,36222,47500,54163,77400
Fresno Pacific University,CA,3,75,0,1743,0.202,0.0574,0.6145,0.0448,14773,0.5496614,23146,0.74513173,0.465763195,31830,45600,58896,73300
Cazenovia College,NY,3,75.1,0,633,0.6667,0.1216,0.0758,0.0079,17976,0.557755776,23250,0.739526412,0.297029703,44904,38800,49555,57100
Westminster College,PA,3,75.28,0,1023,0.7937,0.0626,0.0381,0.0098,21969,0.621908127,26060,0.492561984,0.255357143,71144,47200,53861,83000
Rosemont College,PA,3,75.58,0,446,0.2937,0.2444,0.1278,0.0157,19741,0.449494949,27000,0.637681159,0.374655647,38541,46700,48555,89300
Kuyper College,MI,3,75.68,0,78,0.641,0.1026,0.0256,0.0513,18964,0.442622951,21389,0.52631579,0,63801,35200,41066,0
California College of the Arts,CA,3,75.69,0,1134,0.1966,0.0362,0.1473,0.1508,35076,0.562189055,27000,0.618918919,0.244186047,38844.5,48000,49414,100300
Mount Saint Mary's University,CA,3,75.76,0,1778,0.0883,0.0647,0.5624,0.1766,30426,0.580684597,25949,0.931246163,0.497259201,35520,63500,72379,103700
Doane University,NE,3,75.83,0,988,0.7368,0.0455,0.1113,0.0162,24295,0.53256705,25000,0.556331007,0.299254526,57081,48200,53316,77400
University of Sioux Falls,SD,3,75.95,0,1299,0.7921,0.0531,0.0385,0.0123,20959,0.589928058,23249,0.640854473,0.247159091,62319,44800,54521,70300
North Greenville University,SC,3,76.06,0,1651,0.6311,0.0902,0.0442,0.0073,16010,0.501706485,23082,0.463671128,0.267,50820.5,36200,43035,58600
University of Indianapolis,IN,3,76.14,0,3444,0.5952,0.1312,0.0912,0.0401,21396,0.529636711,26864,0.675318547,0.318112633,55676,46100,53610,75400
University of South Carolina-Lancaster,SC,3,76.2,0,648,0.6528,0.1497,0.1127,0.0123,9798,0.206214689,9616,NA,0,0,39426,39426,58300
Augsburg University,MN,3,76.51,0,2334,0.3787,0.2532,0.1324,0.1127,24183,0.574593796,25347,0.546448087,0.289012004,41360,53200,58829,86200
San Jose State University,CA,3,76.71,0,26735,0.1278,0.0361,0.3135,0.3924,14370,0.111701041,15000,0.521976626,0.49048135,29408,63800,78988,107600
Mitchell College,CT,3,76.84,0,480,0.5083,0.1521,0.1833,0.0188,28956,0.444444444,25150,0.436241611,0.351648352,55059.5,34000,39115,62300
Young Harris College,GA,3,77.29,0,837,0.6786,0.0824,0.0526,0.0072,17890,0.347079038,27000,0.591836735,0.282,55702,41300,47195,64000
University of Minnesota-Morris,MN,3,77.66,0,1024,0.541,0.0313,0.0654,0.0156,10541,0.570637119,18995,0.589205397,0.202551834,60191,44400,50919,76600
Hussian College-Daymar College Murfreesboro,TN,3,77.78,0,57,0.2807,0.3158,0.1404,0,28700,0.278985507,18446,0.625954199,0.198275862,55207,36800,28806,0
Grand Canyon University,AZ,3,77.87,0,65147,0.4882,0.1528,0.2335,0.0291,21798,0.388376103,22114,0.743284234,0.474408053,29879,58500,42186,96100
Hood College,MD,3,77.87,0,1182,0.5516,0.1717,0.121,0.0355,18777,0.633663366,25000,0.635897436,0.311111111,52820,49400,57089,80500
Claflin University,SC,3,78,0,1730,0.0376,0.8913,0.0116,0.0052,19951,0.414721724,29000,0.670068027,0.323586745,25693.5,30700,40304,57400
Colby-Sawyer College,NH,3,78.01,0,814,0.7862,0.0344,0.0233,0.0258,27798,0.475,27000,0.719298246,0.24137931,80005.5,47700,46474,72600
Loyola University New Orleans,LA,3,78.11,0,3160,0.4532,0.194,0.2158,0.0294,20712,0.576856649,26000,0.643323996,0.192807193,62000,52300,52927,85100
The Master's University and Seminary,CA,3,78.18,0,1496,0.6257,0.0187,0.2126,0.0455,28679,0.597069597,20500,0.459745763,0.22826087,62835.5,52100,57106,90600
Notre Dame College,OH,3,78.53,0,1067,0.4705,0.3018,0.0478,0.0037,14842,0.283854167,27000,0.514736842,0.329171396,43547,43900,49737,76300
Chamberlain University-Ohio,OH,3,78.57,0,537,0.5121,0.3631,0.0559,0.0484,32150,0.49228169,20919,0.896986301,0.47309798,46046,60400,92405,94100
Massachusetts College of Art and Design,MA,3,78.64,0,1753,0.522,0.0354,0.146,0.0702,22147,0.705501618,25755,0.718703976,0.22515528,68352,40700,43582,71500
Asbury University,KY,3,78.73,0,1256,0.7619,0.0486,0.0764,0.0135,21053,0.552777778,24028,0.61549101,0.236231884,55322,40700,42368,64900
School of the Art Institute of Chicago,IL,3,78.96,0,2819,0.3537,0.0436,0.1132,0.1032,47294,0.474654378,27000,0.722158439,0.212636695,50784,40800,40151,68500
Oregon State University-Cascades Campus,OR,3,79.02,0,1040,0.7519,0.0077,0.1029,0.0269,16836,0.50091631,21221,0.508355732,0.31369606,44450,56700,64010,91800
Geneva College,PA,3,79.05,0,1013,0.8055,0.0573,0.0346,0.0138,20008,0.614213198,25198,0.523160763,0.245949926,60970,43300,50004,76300
Temple University,PA,3,79.7,0,23697,0.5018,0.1599,0.0923,0.1407,23742,0.637422478,24395,0.550251859,0.295915702,59850,59000,63727,92100
California Baptist University,CA,3,79.92,0,8077,0.3449,0.0675,0.4047,0.0613,26538,0.510648148,26063,0.66061706,0.416079812,42597,47500,61504,76500
Daemen University,NY,3,79.94,0,1682,0.7634,0.0993,0.0529,0.0422,19658,0.462264151,22091,0.726229508,0.288409704,51683.5,48200,61808,87700
Northern Arizona University,AZ,3,79.99,0,23090,0.5574,0.0289,0.2634,0.0306,15533,0.532272457,19000,0.63858145,0.386862576,41212,44600,54384,77800
Mirrer Yeshiva Cent Institute,NY,3,80,0,114,0.9386,0,0,0,11407,0,0,0,0,26399,41192,41192,0
Chamberlain University-Louisiana,LA,3,80,0,361,0.3463,0.4903,0.0831,0.036,31349,0.49228169,20919,0.896986301,0.47309798,46046,60400,92405,94100
The University of the Arts,PA,3,80.02,0,1160,0.4974,0.2112,0.1431,0.0414,43354,0.665898618,27000,0.63647343,0.206410256,78322,39100,38252,67600
University of South Carolina Beaufort,SC,3,80.03,0,1885,0.5995,0.2101,0.1029,0.0085,15848,0.325077399,24000,0.709247649,0.309584394,36859.5,40400,48088,63400
Shenandoah University,VA,3,80.36,0,2104,0.606,0.0846,0.0936,0.0314,28295,0.527027027,25000,0.608499096,0.277131783,74547,52300,58433,87300
Universidad Central de Bayamon,PR,3,80.36,0,602,0,0,0.9917,0,4297,0.167095116,9393,0.618991794,0.307586207,9597,21600,25021,38100
Albertus Magnus College,CT,3,80.5,0,978,0.3374,0.3088,0.2362,0.0184,26735,0.497487437,30964,0.694684796,0.533823529,33671,56000,60144,100600
Mercyhurst University,PA,3,80.55,0,2367,0.7664,0.0524,0.0477,0.0093,23666,0.461084906,25305,0.567702553,0.286662643,51028,44200,47452,71700
Willamette University,OR,3,80.6,0,1335,0.6667,0.0187,0.1476,0.0487,28978,0.735849057,21500,0.569678407,0.192,73572,57900,56911,96500
Gannon University,PA,3,80.85,0,2588,0.6696,0.0576,0.0491,0.0259,19261,0.521150592,27000,0.62369338,0.260667904,70028.5,55100,58845,91100
Cairn University-Langhorne,PA,3,80.98,0,780,0.6679,0.0769,0.0321,0.0295,25930,0.495238095,26926,0.489795918,0.295890411,49950,38700,44172,67200
Ripon College,WI,3,81.33,0,754,0.7878,0.0385,0.1088,0.0186,21825,0.613861386,27000,0.496042216,0.280802292,75858,51300,54902,75500
Marymount University,VA,3,81.42,0,1764,0.3084,0.1644,0.254,0.0731,23659,0.651567944,25000,0.702755906,0.298264642,46409,57000,67516,97700
Westfield State University,MA,3,81.51,0,3693,0.7141,0.0588,0.1219,0.0222,18278,0.593198992,22457,0.558677098,0.305071622,63176,48900,57346,73700
University of Maryland Eastern Shore,MD,3,81.56,0,1877,0.0874,0.7603,0.0432,0.0144,11934,0.300653595,27000,0.588596982,0.357506361,34148,40400,47697,74400
SUNY Polytechnic Institute,NY,3,81.67,0,1852,0.6852,0.0778,0.1064,0.0799,12949,0.623239437,17250,0.359121299,0.305241521,46601,55900,64355,87800
Cornerstone University,MI,3,81.78,0,1383,0.7448,0.0658,0.0615,0.021,20959,0.455795678,25000,0.652642934,0.347674419,49808,40800,47314,74200
Chamberlain University-Nevada,NV,3,81.82,0,567,0.2787,0.0899,0.2646,0.2857,35771,0.49228169,20919,0.896986301,0.47309798,46046,60400,92405,94100
Lawrence Technological University,MI,3,81.91,0,1864,0.6363,0.1003,0.0402,0.0333,33416,0.377245509,27000,0.281493002,0.222772277,63637,60500,69151,95200
Point Loma Nazarene University,CA,3,81.93,0,3149,0.5326,0.0222,0.2569,0.0705,34111,0.637179487,22990,0.685501859,0.293117409,59409,54400,63998,90300
McDaniel College,MD,3,82.05,0,1748,0.5332,0.2511,0.0973,0.0206,22106,0.556410256,25000,0.516901409,0.263636364,70197,54000,60663,84700
University of Houston-Victoria,TX,3,82.13,0,2699,0.2801,0.1389,0.4476,0.0645,10991,0.409535452,18973,0.655472637,0.457330416,27090,46200,54467,71200
Assumption University,MA,3,82.3,0,1676,0.7411,0.0549,0.1032,0.0268,28821,0.660377358,27000,0.597,0.175290391,103301,61300,74895,89400
Thiel College,PA,3,82.32,0,776,0.768,0.116,0.0258,0.0142,22308,0.426008969,27000,0.360557769,0.315555556,53480.5,41700,49714,66700
University of Valley Forge,PA,3,82.43,0,489,0.4622,0.1595,0.2597,0.0245,25599,0.327402135,27000,0.554054054,0.333333333,36580,34300,39016,63200
Nevada State College,NV,3,82.48,0,4581,0.2076,0.0943,0.4346,0.1081,13866,0.311197917,19691,0.759973404,0.487748852,31751.5,53166,53166,0
Oregon State University,OR,3,82.53,0,28407,0.6342,0.0175,0.1235,0.0853,18894,0.50091631,21221,0.508355732,0.31369606,44450,56700,64010,91800
Norwich University,VT,3,82.61,0,2706,0.6722,0.048,0.027,0.031,23087,0.583333333,25000,0.266242938,0.236309077,67624.5,57100,65575,85200
SUNY College at Potsdam,NY,3,82.68,0,2078,0.7228,0.077,0.102,0.0168,14964,0.407010711,24250,0.5830721,0.341148886,40619,41300,47866,68100
Tiffin University,OH,3,82.84,0,1985,0.5063,0.1743,0.0141,0.0156,25756,0.341500766,27000,0.510056315,0.384279476,42858,47900,35942,75200
Lenoir-Rhyne University,NC,3,82.89,0,1393,0.6238,0.15,0.0388,0.0215,21596,0.4397463,26000,0.602844639,0.31660693,44652.5,43600,45543,70600
Southern Connecticut State University,CT,3,82.92,0,6246,0.4579,0.1862,0.2269,0.036,19291,0.499749624,22250,0.630537975,0.390459364,48142,48100,55043,77300
Universidad Adventista de las Antillas,PR,3,83.08,0,787,0.0152,0.0102,0.9466,0,7083,0.39031339,15750,0.640122512,0.382943144,14717,27300,28465,52400
Washington State University,WA,3,83.1,0,22265,0.5954,0.0283,0.1649,0.0711,15484,0.527318933,19500,0.574296336,0.340879765,44850,56600,68905,93000
University of North Dakota,ND,3,83.28,0,9066,0.7902,0.0243,0.0531,0.0221,17681,0.40112729,22057,0.477076238,0.191217343,78651,57800,63552,96400
Otis College of Art and Design,CA,3,83.29,0,1264,0.2247,0.0641,0.2002,0.1669,44792,0.705202312,27000,0.616766467,0.241935484,37380,52400,58152,101500
Chamberlain University-Arizona,AZ,3,83.33,0,818,0.4658,0.0905,0.2738,0.1112,36271,0.49228169,20919,0.896986301,0.47309798,46046,60400,92405,94100
SUM Bible College and Theological Seminary,CA,3,83.5,0,416,0.3005,0.0962,0.2308,0.0288,20771,0.301675978,26677,0.503856041,0.536363636,29345,35418,35418,0
Edward Waters University,FL,3,83.54,0,1142,0.0482,0.8511,0.035,0.0044,13824,0,0,0.463114754,0.504132231,19475.5,28700,34782,55100
Southern Utah University,UT,3,83.85,0,9089,0.7328,0.0169,0.0716,0.0131,11645,0.348395547,12500,0.552471483,0.320898516,41064,45500,50296,78600
South Carolina State University,SC,3,83.9,0,2351,0.0183,0.8988,0.003,0.0013,17552,0.263502455,31000,0.490252708,0.359310911,22852,32500,38262,61300
Boise State University,ID,3,83.93,0,16979,0.7192,0.0166,0.1475,0.0269,18016,0.476040353,20500,0.56921797,0.33470852,42915,43100,51658,75100
Morehead State University,KY,3,83.97,0,4864,0.8721,0.0337,0.0275,0.0078,11012,0.415485278,22250,0.617559524,0.414170692,35407,37000,43197,62900
Stevenson University,MD,3,84.1,0,2979,0.5005,0.2776,0.1004,0.0366,25963,0.600235849,26000,0.66090584,0.306943543,63596,54600,62079,91100
Manhattanville College,NY,3,84.12,0,1276,0.4851,0.098,0.3158,0.0212,20988,0.630319149,25000,0.707349081,0.301013025,53935,50700,58832,86000
Saint Xavier University,IL,3,84.13,0,2963,0.324,0.1174,0.4954,0.0223,12688,0.566486486,22223,0.664906103,0.493877551,36398.5,50600,58656,81800
St. Francis College,NY,3,84.27,0,2245,0.2053,0.2481,0.2775,0.033,25827,0.391382406,23250,0.64442326,0.411428571,34236,50300,58099,94200
Greensboro College,NC,3,84.28,0,619,0.4604,0.3166,0.0872,0.0048,18584,0.303514377,25607,0.442088091,0.315978456,38100,41000,46566,63900
Harrisburg University of Science and Technology,PA,3,84.31,0,629,0.4293,0.2814,0.1431,0.0556,13315,0.295857988,27000,0.489932886,0.44,29132,52374,52374,0
Rivier University,NH,3,84.47,0,1329,0.7148,0.1106,0.0549,0.0369,28286,0.573446328,26956,0.766149871,0.373579546,62990,49400,52248,75900
Puerto Rico Conservatory of Music,PR,3,84.48,0,282,0,0.0035,0.9681,0,7216,0.281690141,8875,0.316546763,0.095238095,20319,22100,19474,0
Olivet College,MI,3,84.64,0,859,0.6671,0.1793,0.0733,0.007,21944,0.427586207,27000,0.390977444,0.334410339,48628,42200,47907,65800
Albright College,PA,3,84.87,0,1276,0.4365,0.2672,0.181,0.0196,21038,0.499148211,27000,0.625887924,0.360526316,47557,51400,58700,90400
Paul Smiths College of Arts and Science,NY,3,84.92,0,668,0.8144,0.0464,0.006,0.009,24495,0.597359736,22750,0.354661792,0.296934866,61335,38400,46145,64200
University of Dubuque,IA,3,85.05,0,1439,0.6776,0.114,0.066,0.0097,21560,0.390651085,25750,0.42459605,0.361220472,41836.5,42500,51190,65100
Schreiner University,TX,3,85.2,0,1056,0.4915,0.054,0.3949,0.0076,23217,0.441176471,23250,0.604135894,0.372990354,49706,44300,52228,69100
Neumann University,PA,3,85.46,0,1595,0.521,0.2972,0.0828,0.0263,28241,0.493031359,27000,0.663348416,0.427558257,51006,47200,57817,79500
The Catholic University of America,DC,3,85.59,0,2958,0.6268,0.0788,0.1623,0.0291,33417,0.686241611,26000,0.579831933,0.101265823,114619,60500,73250,97200
University of Nevada-Reno,NV,3,85.62,0,15896,0.5187,0.0339,0.2415,0.0833,15198,0.577598618,18922,0.56378249,0.384629803,48103,56300,60614,91100
Chamberlain University-Texas,TX,3,85.71,0,2167,0.1592,0.3973,0.2455,0.1583,30333,0.49228169,20919,0.896986301,0.47309798,46046,60400,92405,94100
Goddard College,VT,3,85.71,0,105,0.5619,0.0571,0.0286,0.0095,23410,0.597560976,18750,0.821192053,0.290780142,17619,39700,25552,61900
The University of Findlay,OH,3,85.98,0,2257,0.7377,0.0545,0.0199,0.016,23766,0.563249001,25439,0.680155642,0.293117409,67984,49100,56996,84700
St. Mary's University,TX,3,86.22,0,1991,0.1231,0.0281,0.6047,0.0226,21798,0.532347505,25563,0.569016882,0.387238724,37985,52000,56955,85300
Lesley University,MA,3,86.23,0,1406,0.5427,0.0853,0.1764,0.0519,31187,0.577966102,21000,0.792857143,0.28742515,51995,40500,51173,67300
California State University-Bakersfield,CA,3,86.55,0,8108,0.1269,0.0403,0.6829,0.0699,7191,0.125161847,16600,0.642660551,0.58172232,27270.5,50100,59009,81900
Brenau University,GA,3,86.55,0,1184,0.473,0.2736,0.1444,0.0186,23535,0.343698854,27000,0.89800995,0.403241182,29256.5,45400,54003,77600
